artist,image,title,material,medium,date,location,address,zip,lat,lon,,,
James  Talbot,img/NA.jpg,Transition,"Ceramic, Stone, Colored Mirror, Glass",Mixed Media,1/1/06 0:00,Austin Bergstrom International Airport,3600 Presidential Blvd,78719,30.20302,-97.66738,,,
Bill  Wiman,img/NA.jpg,Transitions,Oil On Canvas,Painting,1/1/90 0:00,Medic 3 Quarters,600 River St,78701,,,,,
Jimmy  Jalapeeno,img/NA.jpg,Tree on Barton Creek,Oil On Canvas,Painting,1/1/93 0:00,Cultural Arts Division Offices,201 E 2nd St,78701,30.26404,-97.7424,,,
Lars  Stanley,img/NA.jpg,Tribute to Gus Garcia,Forged Steel And Stone Desk Surround,Sculpture,1/1/08 0:00,Gus Garcia Recreation Center,1201 E Rundberg Ln,78753,30.352593,-97.682049,,,
Chris  Levack,img/NA.jpg,Trilobite Shade,"Rolled Angle Iron, Straight T-iron Members, Ipe Wood Louvers, An ACQ-treated Lumber Nailer System, And A Black Stained Ipe Wedge Network.",Mixed Media,1/1/11 0:00,Heath Eiland and Morgan Moss BMX Skate Park,1213 Shoal Creek Blvd,78701,30.277087,-97.74971,,,
Bruce  Wolfe,img/NA.jpg,True Patriot: Barbara Jordan Memorial Statue,Bronze,Sculpture,1/1/02 0:00,Austin Bergstrom International Airport,3600 Presidential Blvd,78719,30.20217,-97.66702,,,
John  Christensen,img/TurtlePlaza.JPG,Turtle Plaza/Plaza de las Tortugas,Concrete,Sculpture,1/1/12 0:00,Roy G. Guerrero Colorado River Park,400 Grove Blvd,78741,30.243525,-97.701373,,,
Garth  Edwards,img/NA.jpg,Untitled,Lead Stained Glass Window,Misc,1/1/88 0:00,Conley-Guerrero Senior Activity Center,808 Nile St,78702,30.265669,-97.711056,,,
Malou  Flato,img/NA.jpg,Untitled,Painted Ceramic Tile Mural,Painting,1/1/93 0:00,Waller Creek Center,625 E Tenth St,78701,30.26976,-97.734562,,,
David  Ellis,img/NA.jpg,Untitled,"Cor-ten Steel, Limestone, Wood",Mixed Media,1/1/80 0:00,Dougherty Arts Center,1110 Barton Springs Rd,78704,30.260643,-97.755996,,,
Arlene  Polite,img/NA.jpg,Untitled,Acrylic Paint,Painting,1/1/92 0:00,Holly Street Power Plant,2400 Holly St,78702,30.251328,-97.720279,,,
Paul  Siebenaler,img/NA.jpg,Untitled (Chris Kern Memorial),Granite Bench With Inscription And Surrounding Masonry,Landscape,1/1/92 0:00,Butler Hike and Bike Trail at Lady Bird Lake,200 S Lamar Blvd,78704,30.265044,-97.757176,,,
Stephen  Ray,img/NA.jpg,Untitled (Gargoyles),"Fiberglass, Clay",Mixed Media,1/1/90 0:00,Zachary Scott Theatre,1510 Toomey Rd,78704,30.26403,-97.758689,,,
David  Santos,img/NA.jpg,Untitled (Guerilla Carvings),Limestone Carvings,Sculpture,1/1/83 0:00,Waller Creek Walkway,500 E Cesar Chavez St,78701,30.26391,-97.739515,,,
Deborah  Mersky,img/NA.jpg,Untitled {Utility Box Cover 1),Cut Aluminum Panels,Sculpture,1/1/09 0:00,Cesar Chavez Streetscape,Cesar Chavez at S First St,78701,30.263903,-97.746876,,,
Deborah  Mersky,img/NA.jpg,Untitled {Utility Box Cover 2),Cut Aluminum Panels,Sculpture,1/1/09 0:00,Cesar Chavez Streetscape,Cesar Chavez at S First St,78701,30.264208,-97.748134,,,
Michael Singer Studio,img/NA.jpg,Uplifted Ground,"Cast Concrete, Steel Cable, Granite, Stainless Steel, Copper, LED Lighting",Mixed Media,1/1/15 0:00,Austin Bergstrom International Airport,3600 Presidential Blvd,78719,30.204077,-97.667137,,,
Margarita  Cabrera,img/NA.jpg,Uprooted Dreams,Acrylic On Found Wood Pieces,Painting,1/1/12 0:00,Emma S. Barrientos Mexican American Cultural Center,600 River St,78701,30.258154,-97.740004,,,
Sun  McColgin,img/UrbanCanyon.JPG,Urban / Canyon,"Stainless Steel, Stained Concrete, Glass",Mixed Media,1/1/11 0:00,Second Street District,W Second St,78701,30.264774,-97.745592,,,
Shawn  Smith,img/NA.jpg,Vicious Venue,"Painted Balsa Wood, Found Objects (phone, Film Canisters, Film Rolls)",Mixed Media,1/1/08 0:00,City Hall and Public Plaza,301 W Second St,78701,30.26479,-97.74664,,,
Martha  Gannon,img/NA.jpg,View from the Mayors Window,"Metallic Prints, Stainless Steel, Plexiglas",Print,1/1/05 0:00,City Hall and Public Plaza,301 W Second St,78701,30.26496,-97.74719,,,
Doug  Jacques,img/NA.jpg,Vision,Acrylic On Canvas,Painting,1/1/94 0:00,City Municipal Building,124 W 8th St,78701,30.270468,-97.742932,,,
John  Fisher,img/voyage.JPG,Voyage to Soulsville (Sesquicentennial Mural),Acrylic Paint,Painting,1/1/86 0:00,George Washington Carver Branch Library,1161 Angelina St,78702,30.26954,-97.724074,,,
Judy  Jensen,img/NA.jpg,Voyages,6 Mixed Media Reverse Paintings On Glass,Painting,1/1/99 0:00,Austin Bergstrom International Airport,3600 Presidential Blvd,78719,30.20229,-97.66799,,,
Tre  Arenz,img/WallOfHands.JPG,Wall of Hands,Handmade Ceramic Tiles,Mosaic,1/1/94 0:00,St. Elmo Service Center,4411 Meinardus Dr,78744,30.211988,-97.751525,,,
Damian  Priour,img/NA.jpg,Waller Creek Shelves,Blown Glass Vessels With Found Object Sculptures On Carved Limestone And Glass Shelves.,Mixed Media,1/1/96 0:00,Austin Convention Center,500 E Cesar Chavez St,78701,30.262322,-97.739818,,,
"Chris Gannon,  Brockett Davidson,  Chadwick Wood",img/wander.JPG,Wander,"Interactive Digital Media, Painted Steel",Misc,1/1/17 0:00,Central Library,710 W Cesar Chavez St.,78701,30.266295,-97.751593,,,
Alan  Knox,img/WaterTowerBikeRack.JPG,Water Tower Bike Rack,Painted Steel,Painting,1/1/14 0:00,Westenfield Pool,2000 Enfield Rd,78703,30.286894,-97.764231,,,
Bethany  Cobb,img/NA.jpg,We Regret to Inform You,"Cotton Sateen, Netting, Cotton Thread, Dressmakers Dummy",Mixed Media,1/1/10 0:00,City Hall and Public Plaza,301 W Second St,78701,30.26482,-97.74731,,,
Hank  Waddell,img/NA.jpg,West Texas Beach Ball,Mesquite Wood,Sculpture,1/1/04 0:00,City Hall and Public Plaza,301 W Second St,78701,30.26482,-97.74731,,,
Claudia  Reese,img/wholiveshere.JPG,Who  Lives Here? / Quien vive aqui?,Stoneware On Cement Board,Sculpture,1/1/11 0:00,E. Seventh Street Obelisco at Calles,E 7th and Calles,78702,30.260586,-97.711636,,,
Clete  Shields,img/willie.jpg,Willie Nelson,Bronze,Sculpture,1/1/12 0:00,Moody Theatre,310 W Second St,78701,30.26536,-97.747295,,,
George R. Bob  Brooking,img/NA.jpg,Willie Nunn,Bronze,Sculpture,1/1/91 0:00,PARD Main Offices,200 S Lamar Dr,78704,30.265305,-97.760023,,,
Andrew  Ortiz,img/NA.jpg,Worker,Archival Giclee Print,Print,1/1/00 0:00,Health and Human Services Betty Dunkerley Campus,7201 Levander Loop,78702,30.253828,-97.689018,,,
Belinda  Casey,img/x.JPG,X,Solarplate Etching,Sculpture,1/1/97 0:00,Learning and Research Center,2800 Spirit of Texas Dr,78719,30.2116,-97.66992,,,
James  Talbot,img/EssentialMagnificence.JPG,Your Essential Magnificence,"Ferro Cement, Ceramic Tile, Glass, Concrete, Found Objects",Mixed Media,1/1/11 0:00,South Congress Avenue,2130 1/2 S Congress Ave.,78704,30.241872,-97.752738,,,
"Lars  Stanley,  Louis Jr  Herrera",img/NA.jpg,Zilker Garden Main Entry Gate,Painted And Forged Mild Steel,Mixed Media,1/1/95 0:00,Zilker Botanical Gardens,2220 Barton Springs Rd,78746,30.268413,-97.772358,,,
